language,part_of_speech,word,translation,word_type,gender,article,display_word,example_sentence,example_translation,exam_board_code,theme_name,unit_name,tier,is_required,curriculum_level
de,v,bist,(you (sing informal)) are | (you (sing informal)) are being,,,,bist,Du bist sehr freundlich.,You are very friendly.,AQA,General,General,both,1,KS4
de,v,ist,"(she, he, it, one) is | (she, he, it, one) is being",,,,ist,Sie ist meine Schwester.,She is my sister.,AQA,General,General,both,1,KS4
de,v,seid,(you (pl informal)) are | (you (pl informal)) are being,,,,seid,Ihr seid meine Freunde.,You are my friends.,AQA,General,General,both,1,KS4
de,v,sein*,(to) be | being,,,,sein*,Das ist sein Buch.,That is his book.,AQA,General,General,both,1,KS4
de,v,sind,(we) are | (we) are being | (they) are | (they) are being | (you (formal)) are | (you (formal)) are being,,,,sind,Wir sind im Park.,We are in the park.,AQA,General,General,both,1,KS4
de,v,war,"(I) was | (I) used to be | (she, he, it, one) was | (she, he, it, one) used to be",,,,war,Ich war gestern krank.,I was ill yesterday.,AQA,General,General,both,1,KS4
de,v,waren,(we) were | (we) used to be | (they) were | (they) used to be | (you (formal)) were | (you (formal)) used to be,,,,waren,Wir waren im Kino.,We were at the cinema.,AQA,General,General,both,1,KS4
de,v,warst,(you (sing informal)) were | (you (sing informal)) used to be,,,,warst,Du warst sehr nett.,You were very nice.,AQA,General,General,both,1,KS4
de,v,wart,(you (pl informal)) were | (you (pl informal)) used to be,,,,wart,Ihr wart pünktlich.,You all were on time.,AQA,General,General,both,1,KS4
de,v,haben,(to) have | having,,,,haben,Ich habe ein Buch.,I have a book.,AQA,General,General,both,1,KS4
de,v,hast,(you (sing informal)) have | (you (sing informal)) are having,,,,hast,Du hast einen Hund.,You have a dog.,AQA,General,General,both,1,KS4
de,v,hat,"(she, he, it, one) has | (she, he, it, one) is having",,,,hat,Sie hat ein neues Auto.,She has a new car.,AQA,General,General,both,1,KS4
de,v,hatte,"(I) had | (I) used to have | (I) was having | (she, he, it, one) had | (she, he, it, one) used to have | (she, he, it, one) was having",,,,hatte,Ich hatte ein Problem.,I had a problem.,AQA,General,General,both,1,KS4
de,v,hatten,(we) had | (we) used to have | (we) were having | (they) had | (they) used to have | (they) were having | (you (formal)) had | (you (formal)) used to have | (you (formal)) were having,,,,hatten,Wir hatten viel Spaß.,We had a lot of fun.,AQA,General,General,both,1,KS4
de,v,hattest,(you (sing informal)) had | (you (sing informal)) used to have | (you (sing informal)) were having,,,,hattest,Du hattest gestern Glück.,You had luck yesterday.,AQA,General,General,both,1,KS4
de,v,hattet,(you (pl informal)) had | (you (pl informal)) used to have | (you (pl informal)) were having,,,,hattet,Ihr hattet eine schöne Zeit.,You all had a good time.,AQA,General,General,both,1,KS4
de,v,werdet,(you (pl informal)) become | (you (pl informal)) are becoming | (you (pl informal)) will (aux),,,,werdet,Ihr werdet morgen zur Schule gehen.,You (pl informal) will go to school tomorrow.,AQA,General,General,both,1,KS4
de,v,werden,(to) become | becoming | (we) become | (we) are becoming | (we) will (aux) | (they) become | (they) are becoming | (they) will (aux) | (you (formal)) become | (you (formal)) are becoming | (you (formal)) will (aux),,,,werden,Ich möchte Arzt werden.,I want to become a doctor.,AQA,General,General,both,1,KS4
de,v,wird,"(she, he, it, one) becomes | (she, he, it, one) is becoming | (she, he, it, one) will (aux)",,,,wird,Es wird bald dunkel.,It will get dark soon.,AQA,General,General,both,1,KS4
de,v,wirst,(you (sing informal)) become | (you (sing informal)) are becoming | (you (sing informal)) will (aux),,,,wirst,Du wirst gut in Deutsch sein.,You (singular informal) will be good at German.,AQA,General,General,both,1,KS4
de,v,kann,"(I) am able to, can | (she, he, it, one) is able to, can",,,,kann,Ich kann gut schwimmen.,I can swim well.,AQA,General,General,both,1,KS4
de,v,kannst,"(you (sing informal)) are able to, can",,,,kannst,Du kannst das Buch lesen.,You (singular informal) can read the book.,AQA,General,General,both,1,KS4
de,v,können,"(to) be able to, can | being able to",,,,können,Wir können morgen kommen.,We can come tomorrow.,AQA,General,General,both,1,KS4
de,v,konnte,"(I) was able to, could | (she, he, it, one) was able to, could",,,,konnte,Ich konnte gestern nicht kommen.,I couldn't come yesterday.,AQA,General,General,both,1,KS4
de,v,konntest,"(you (sing informal)) were able to, could",,,,konntest,Du konntest das Spiel gewinnen.,You (singular informal) could win the game.,AQA,General,General,both,1,KS4
de,v,sagen,"(to) say, tell | saying, telling",,,,sagen,Ich möchte dir etwas sagen.,I want to tell you something.,AQA,General,General,both,1,KS4
de,v,muss,"(I) have to, must | (she, he, it, one) has to, must",,,,muss,Ich muss meine Hausaufgaben machen.,I have to do my homework.,AQA,General,General,both,1,KS4
de,v,müssen,"(to) have to, must | having to",,,,müssen,Wir müssen jetzt gehen.,We must go now.,AQA,General,General,both,1,KS4
de,v,musst,"(you (sing informal)) have to, must",,,,musst,Du musst deine Tasche packen.,You (singular informal) have to pack your bag.,AQA,General,General,both,1,KS4
de,v,musste,"(I) had to | (she, he, it, one) had to",,,,musste,Ich musste früh aufstehen.,I had to get up early.,AQA,General,General,both,1,KS4
de,v,musstest,(you (sing informal)) had to,,,,musstest,Du musstest gestern viel lernen.,You (singular informal) had to study a lot yesterday.,AQA,General,General,both,1,KS4
de,v,geben,(to) give | giving,,,,geben,Kannst du mir das Buch geben?,Can you give me the book?,AQA,General,General,both,1,KS4
de,v,will,"(I) want (to) | (she, he, it, one) wants (to)",,,,will,Ich will heute ins Kino gehen.,I want to go to the cinema today.,AQA,General,General,both,1,KS4
de,v,willst,(you (sing informal)) want (to),,,,willst,Willst du mit mir kommen?,Do you want to come with me?,AQA,General,General,both,1,KS4
de,v,wollen,(to) want (to) | wanting (to),,,,wollen,Wir wollen morgen wandern.,We want to go hiking tomorrow.,AQA,General,General,both,1,KS4
de,v,wollte,"(I) wanted (to) | (she, he, it, one) wanted (to)",,,,wollte,Ich wollte früher Lehrer werden.,I wanted to become a teacher earlier.,AQA,General,General,both,1,KS4
de,v,wolltest,(you (sing informal)) wanted (to),,,,wolltest,Du wolltest immer reisen.,You (singular informal) always wanted to travel.,AQA,General,General,both,1,KS4
de,v,machen,"(to) do, make | doing, making",,,,machen,Was machst du am Wochenende?,What are you doing at the weekend?,AQA,General,General,both,1,KS4
de,v,soll,"(I) ought to, am supposed to, should | (she, he, it, one) ought to, is supposed to, should",,,,soll,Du sollst deine Hausaufgaben machen.,You (singular informal) should do your homework.,AQA,General,General,both,1,KS4
de,v,sollen,"(to) ought to, be supposed to, should",,,,sollen,Wir sollen pünktlich sein.,We are supposed to be on time.,AQA,General,General,both,1,KS4
de,v,sollst,"(you (sing informal)) ought to, are supposed to, should",,,,sollst,Du sollst mehr Wasser trinken.,You (singular informal) should drink more water.,AQA,General,General,both,1,KS4
de,v,sollte,"(I) was supposed to | (she, he, it, one) was supposed to",,,,sollte,Ich sollte mehr schlafen.,I should sleep more.,AQA,General,General,both,1,KS4
de,v,solltest,(you (sing informal)) were supposed to,,,,solltest,Du solltest früher kommen.,You (singular informal) should come earlier.,AQA,General,General,both,1,KS4
de,v,kommen,(to) come | coming,,,,kommen,Wann kommst du nach Hause?,When do you come home?,AQA,General,General,both,1,KS4
de,v,(aux)…gegangen,"went | (have, has) gone (pp)",,,,(aux)…gegangen,Ich bin gestern ins Kino gegangen.,I went to the cinema yesterday.,AQA,General,General,both,1,KS4
de,v,gehen (in + noun); gehen um + noun,(to) go (to + noun) | going (to + noun); to be about + noun | being about (+ noun),,,,gehen (in + noun); gehen um + noun,Ich gehe in die Schule.,I go to school.,AQA,General,General,both,1,KS4
de,v,wissen,(to) know (something) | knowing (something) | (we) know (something) | (they) know (something) | (you (formal)) know (something),,,,wissen,Ich weiß die Antwort nicht.,I don't know the answer.,AQA,General,General,both,1,KS4
de,v,weiß,"(I) know (something) | (she, he, it, one) knows (something)",,,,weiß,Sie weiß viel über Geschichte.,She knows a lot about history.,AQA,General,General,both,1,KS4
de,v,weißt,(you (sing informal)) know (something),,,,weißt,"Weißt du, wo das Buch ist?",Do you know where the book is?,AQA,General,General,both,1,KS4
de,v,sehen,"(to) see, watch | seeing, watching",,,,sehen,Ich sehe gerne Filme.,I like watching movies.,AQA,General,General,both,1,KS4
de,v,lassen,"(to) let, allow | letting, allowing",,,,lassen,Lass uns ins Café gehen.,Let's go to the café.,AQA,General,General,both,1,KS4
de,v,(aux)…gestanden,"stood | (have, has) stood (pp)",,,,(aux)…gestanden,Sie hat lange im Regen gestanden.,She stood in the rain for a long time.,AQA,General,General,both,1,KS4
de,v,stehen,(to) stand | standing,,,,stehen,Das Buch steht auf dem Tisch.,The book is on the table.,AQA,General,General,both,1,KS4
de,v,leben,(to) live | living,,,,leben,Ich lebe in Berlin.,I live in Berlin.,AQA,General,General,both,1,KS4
de,v,finden; sich acc. finden,"(to) find | finding; (to) be found| being found, (to) find oneself | finding oneself",,,,finden; sich acc. finden,Ich finde meinen Schlüssel nicht.,I can't find my keys.,AQA,General,General,both,1,KS4
de,v,bleiben,"(to) stay, remain | staying, remaining",,,,bleiben,Wir bleiben heute zu Hause.,We are staying at home today.,AQA,General,General,both,1,KS4
de,v,tun,"(to) do, put | doing, putting",,,,tun,Was tust du jetzt?,What are you doing now?,AQA,General,General,both,1,KS4
de,v,heißen,(to) be called,,,,heißen,Mein Name heißt Anna.,My name is Anna.,AQA,General,General,both,1,KS4
de,v,denken (an + noun),(to) think (of + noun) | thinking (of + noun),,,,denken (an + noun),Ich denke an meinen Freund.,I am thinking of my friend.,AQA,General,General,both,1,KS4
de,v,stellen; sich acc. stellen,"(to) place, set, put | placing, setting, putting; (to) place oneself, stand | placing oneself, standing",,,,stellen; sich acc. stellen,Ich stelle die Tasse auf den Tisch.,I place the cup on the table.,AQA,General,General,both,1,KS4
de,v,zeigen,"(to) show, point | showing, pointing",,,,zeigen,Kannst du mir das zeigen?,Can you show me that?,AQA,General,General,both,1,KS4
de,v,(aux)…genommen,"took, had something to eat or drink | (have, has) taken (pp), had something to eat or drink",,,,(aux)…genommen,Ich habe das Buch genommen.,I took the book.,AQA,General,General,both,1,KS4
de,v,nehmen,"(to) take, have something to eat or drink | taking, having something to eat or drink",,,,nehmen,Nimm den Regenschirm!,Take the umbrella!,AQA,General,General,both,1,KS4
de,v,darf,"(I) am allowed to, may | (she, he, it, one) is allowed to, may",,,,darf,Ich darf heute spät schlafen.,I am allowed to sleep late today.,AQA,General,General,both,1,KS4
de,v,darfst,"(you (sing informal)) are allowed to, may",,,,darfst,Du darfst hier nicht rauchen.,You (singular informal) are not allowed to smoke here.,AQA,General,General,both,1,KS4
de,v,dürfen,"(to) be allowed to, may",,,,dürfen,Wir dürfen den Hund mitnehmen.,We are allowed to take the dog with us.,AQA,General,General,both,1,KS4
de,v,durfte,"(I) was allowed to | (she, he, it, one) was allowed to",,,,durfte,Ich durfte heute ins Kino gehen.,I was allowed to go to the cinema today.,AQA,General,General,both,1,KS4
de,v,durftest,(you (sing informal)) were allowed to,,,,durftest,Du durftest gestern Fahrrad fahren.,You were allowed to ride your bike yesterday.,AQA,General,General,both,1,KS4
de,v,"hören, hören auf acc. …","(to) hear, listen | hearing, listening, (to) obey someone | obeying someone",,,,"hören, hören auf acc. …",Ich höre gerne Musik im Auto.,I like to listen to music in the car.,AQA,General,General,both,1,KS4
de,v,fragen (nach + noun); sich fragen,(to) ask (about + noun) |asking (about + noun); (to) wonder | wondering,,,,fragen (nach + noun); sich fragen,Ich frage nach dem Weg.,I ask for directions.,AQA,General,General,both,1,KS4
de,v,glauben (an acc. + noun),"(to) believe (in + noun), think | believing (in + noun), thinking",,,,glauben (an acc. + noun),Ich glaube an dich.,I believe in you.,AQA,General,General,both,1,KS4
de,v,folgen,(to) follow | following,,,,folgen,Der Hund folgt seinem Besitzer.,The dog follows its owner.,AQA,General,General,both,1,KS4
de,v,(aux)…gebracht,"brought | (have, has) brought (pp)",,,,(aux)…gebracht,Sie hat das Geschenk gebracht.,She has brought the gift.,AQA,General,General,both,1,KS4
de,v,bringen,(to) bring | bringing,,,,bringen,Kannst du mir bitte das Buch bringen?,Can you please bring me the book?,AQA,General,General,both,1,KS4
de,v,mag,"(I) like | (she, he, it, one) likes",,,,mag,Ich mag Schokolade sehr.,I like chocolate very much.,AQA,General,General,both,1,KS4
de,v,magst,(you (sing informal)) like,,,,magst,Magst du Kaffee oder Tee?,Do you like coffee or tea?,AQA,General,General,both,1,KS4
de,v,mochte,"(I) liked | (she, he, it, one) liked",,,,mochte,Ich mochte früher Sushi.,I liked sushi earlier.,AQA,General,General,both,1,KS4
de,v,möchte,"(I) would like (to) | (she, he, it, one) would like (to)",,,,möchte,Ich möchte ein Eis essen.,I would like to eat an ice cream.,AQA,General,General,both,1,KS4
de,v,möchten,(we) would like (to) | (you (formal)) would like (to) | (they) would like (to),,,,möchten,Wir möchten ins Kino gehen.,We would like to go to the cinema.,AQA,General,General,both,1,KS4
de,v,mochtest,(you (sing informal)) liked,,,,mochtest,Du mochtest das Buch lesen.,You liked reading the book.,AQA,General,General,both,1,KS4
de,v,möchtest,(you (sing informal)) would like (to),,,,möchtest,Möchtest du Wasser trinken?,Would you like to drink water?,AQA,General,General,both,1,KS4
de,v,möchtet,(you (pl informal)) would like (to),,,,möchtet,Möchtet ihr ins Restaurant gehen?,Would you like to go to the restaurant?,AQA,General,General,both,1,KS4
de,v,mögen,(to) like | liking,,,,mögen,Sie mögen ins Theater gehen.,They like going to the theater.,AQA,General,General,both,1,KS4
de,v,brauchen,"(to) need, use | needing, using",,,,brauchen,Ich brauche einen Stift.,I need a pen.,AQA,General,General,both,1,KS4
de,v,verstehen; sich verstehen (mit),(to) understand | understanding; (to) get on well with | getting on well with,,,,verstehen; sich verstehen (mit),Wir verstehen uns gut.,We get along well.,AQA,General,General,both,1,KS4
de,v,bekommen,"(to) get, receive | getting, receiving",,,,bekommen,Ich bekomme morgen mein Paket.,I receive my package tomorrow.,AQA,General,General,both,1,KS4
de,v,meinen,"(to) think, have an opinion | thinking, having an opinion",,,,meinen,Was meinst du dazu?,What do you think about it?,AQA,General,General,both,1,KS4
de,v,sitzen,(to) sit | sitting,,,,sitzen,Ich sitze im Park.,I am sitting in the park.,AQA,General,General,both,1,KS4
de,v,versuchen,(to) try | trying,,,,versuchen,"Ich versuche, Deutsch zu lernen.",I try to learn German.,AQA,General,General,both,1,KS4
de,v,(aux)…begonnen,"began, started | (have, has) begun, started (pp)",,,,(aux)…begonnen,Wir haben gestern begonnen.,We started yesterday.,AQA,General,General,both,1,KS4
de,v,beginnen,"(to) begin, start | beginning, starting",,,,beginnen,Der Unterricht beginnt um neun Uhr.,The lesson begins at nine o'clock.,AQA,General,General,both,1,KS4
de,v,erzählen (von + noun),(to) tell (about + noun) | telling (about + noun),,,,erzählen (von + noun),Sie erzählt von ihrem Urlaub.,She tells about her holiday.,AQA,General,General,both,1,KS4
de,v,scheinen,"(to) seem, appear, shine | seeming, appearing, shining",,,,scheinen,Das Wetter scheint schön.,The weather seems nice.,AQA,General,General,both,1,KS4
de,v,suchen,"(to) search for, look for | searching for, looking for",,,,suchen,Ich suche meine Schlüssel.,I am looking for my keys.,AQA,General,General,both,1,KS4
de,v,erreichen,"(to) achieve, reach | achieving, reaching",,,,erreichen,Wir wollen das Ziel erreichen.,We want to reach the goal.,AQA,General,General,both,1,KS4
de,v,steigen,"(to) increase, go up, climb | increasing, going up, climbing",,,,steigen,Die Straße steigt bergauf.,The road goes uphill.,AQA,General,General,both,1,KS4
de,v,fallen,"(to) fall, decrease | falling, decreasing",,,,fallen,Die Blätter fallen im Herbst.,The leaves fall in autumn.,AQA,General,General,both,1,KS4
de,v,helfen,(to) help | helping,,,,helfen,Kannst du mir helfen?,Can you help me?,AQA,General,General,both,1,KS4
de,v,warten (auf acc. + noun),(to) wait (for + noun) | waiting (for + noun),,,,warten (auf acc. + noun),Ich warte auf den Bus.,I am waiting for the bus.,AQA,General,General,both,1,KS4
de,v,reden,(to) talk |talking,,,,reden,Wir reden über das Wetter.,We are talking about the weather.,AQA,General,General,both,1,KS4
de,v,passieren,"(to) take place, happen, occur | taking place, happening, occuring",,,,passieren,Was ist gestern passiert?,What happened yesterday?,AQA,General,General,both,1,KS4
de,v,erinnern (an acc. + noun); sich erinnern (an acc. + noun),(to) remind (about + noun) | reminding (about + noun); (to) remember (+ noun) | remembering (+ noun),,,,erinnern (an acc. + noun); sich erinnern (an acc. + noun),Ich erinnere mich an den Urlaub.,I remember the holiday.,AQA,General,General,both,1,KS4
