language,frequency_rank,translation,word,part_of_speech,gender,curriculum_level,exam_board_code,Theme,unit_name,tier,,
Fr,1194.0,easily,facilement,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1200.0,key,la clé,n,(f),KS4,edexcel,,Accommodation,both,,
Fr,1202.0,"to throw away, out",jeter,v,,KS4,edexcel,,Food and drink,both,,
Fr,1202.0,"to throw away, out",jeter,v,,KS4,edexcel,,Places in town,both,,
Fr,1202.0,"to throw away, out",jeter,v,,KS4,edexcel,,The natural world,both,,
Fr,1202.0,"to throw away, out",jeter,v,,KS4,edexcel,,Environmental issues,both,,
Fr,1203.0,religious,religieux,adj,,KS4,edexcel,,Family,both,,
Fr,1203.0,religious,religieux,adj,,KS4,edexcel,,Friendship,both,,
Fr,1203.0,religious,religieux,adj,,KS4,edexcel,,Relationships,both,,
Fr,1203.0,religious,religieux,adj,,KS4,edexcel,,Equality,both,,
Fr,1203.0,religious,religieux,adj,,KS4,edexcel,,Food and drink,both,,
Fr,1203.0,religious,religieux,adj,,KS4,edexcel,,Places in town,both,,
Fr,1203.0,religious,religieux,adj,,KS4,edexcel,,School,both,,
Fr,1203.0,religious,religieux,adj,,KS4,edexcel,,Future opportunities,both,,
Fr,1203.0,religious,religieux,adj,,KS4,edexcel,,Tourist attractions,both,,
Fr,1208.0,soon; see you soon,bientôt; à bientôt,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1210.0,"marriage, wedding",le mariage,n,(m),KS4,edexcel,,Family,both,,
Fr,1210.0,"marriage, wedding",le mariage,n,(m),KS4,edexcel,,Friendship,both,,
Fr,1210.0,"marriage, wedding",le mariage,n,(m),KS4,edexcel,,Relationships,both,,
Fr,1211.0,colour,la couleur,n,(f),KS4,edexcel,,Equality,both,,
Fr,1211.0,colour,la couleur,n,(f),KS4,edexcel,,Shopping,both,,
Fr,1211.0,colour,la couleur,n,(f),KS4,edexcel,,The natural world,both,,
Fr,1213.0,"to save, rescue",sauver,v,,KS4,edexcel,,Family,both,,
Fr,1213.0,"to save, rescue",sauver,v,,KS4,edexcel,,Friendship,both,,
Fr,1213.0,"to save, rescue",sauver,v,,KS4,edexcel,,Physical wellbeing,both,,
Fr,1213.0,"to save, rescue",sauver,v,,KS4,edexcel,,Mental wellbeing,both,,
Fr,1213.0,"to save, rescue",sauver,v,,KS4,edexcel,,The natural world,both,,
Fr,1213.0,"to save, rescue",sauver,v,,KS4,edexcel,,Environmental issues,both,,
Fr,1213.0,"to save, rescue",sauver,v,,KS4,edexcel,,Music,both,,
Fr,1213.0,"to save, rescue",sauver,v,,KS4,edexcel,,Social media and gaming,both,,
Fr,1213.0,"to save, rescue",sauver,v,,KS4,edexcel,,Tourist attractions,both,,
Fr,1216.0,blue,bleu,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1217.0,"outside, outdoors",(en) dehors,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1219.0,active,actif,adj,,KS4,edexcel,,Family,both,,
Fr,1219.0,active,actif,adj,,KS4,edexcel,,Friendship,both,,
Fr,1219.0,active,actif,adj,,KS4,edexcel,,Physical wellbeing,both,,
Fr,1219.0,active,actif,adj,,KS4,edexcel,,Mental wellbeing,both,,
Fr,1219.0,active,actif,adj,,KS4,edexcel,,Sports,both,,
Fr,1222.0,recently,récemment,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1225.0,excellent,excellent,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1227.0,accident,l'accident,n,(m),KS4,edexcel,,Transport,both,,
Fr,1227.0,accident,l'accident,n,(m),KS4,edexcel,,Physical wellbeing,both,,
Fr,1234.0,extraordinary,extraordinaire,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1235.0,Sunday(s),le dimanche,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1239.0,modern,moderne,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1240.0,park,le parc,n,(m),KS4,edexcel,,Sports,both,,
Fr,1240.0,park,le parc,n,(m),KS4,edexcel,,Places in town,both,,
Fr,1240.0,park,le parc,n,(m),KS4,edexcel,,Tourist attractions,both,,
Fr,1242.0,south,le sud,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1244.0,interesting,intéressant,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1245.0,island,la île,n,(f),KS4,edexcel,,The natural world,both,,
Fr,1245.0,island,la île,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,1247.0,career,la carrière,n,(f),KS4,edexcel,,Equality,both,,
Fr,1247.0,career,la carrière,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,1253.0,arm,le bras,n,(m),KS4,edexcel,,Physical wellbeing,both,,
Fr,1253.0,arm,le bras,n,(m),KS4,edexcel,,Sports,both,,
Fr,1256.0,"to look for, search, collect",rechercher,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1265.0,police officer,le policier,n,(m),KS4,edexcel,,Places in town,both,,
Fr,1265.0,police officer,le policier,n,(m),KS4,edexcel,,Future opportunities,both,,
Fr,1265.0,police officer,la policière,n,(f),KS4,edexcel,,Places in town,both,,
Fr,1265.0,police officer,la policière,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,1268.0,to practise,pratiquer,v,,KS4,edexcel,,Sports,both,,
Fr,1268.0,to practise,pratiquer,v,,KS4,edexcel,,Physical wellbeing,both,,
Fr,1268.0,to practise,pratiquer,v,,KS4,edexcel,,Mental wellbeing,both,,
Fr,1270.0,extreme,extrême,adj,,KS4,edexcel,,The natural world,both,,
Fr,1270.0,extreme,extrême,adj,,KS4,edexcel,,Environmental issues,both,,
Fr,1270.0,extreme,extrême,adj,,KS4,edexcel,,Sports,both,,
Fr,1273.0,twenty,vingt,num,,KS4,edexcel,,General and grammatical,both,,
Fr,1278.0,delay,le retard,n,(m),KS4,edexcel,,Transport,both,,
Fr,1281.0,silence,le silence,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1286.0,boat,le bateau,n,(m),KS4,edexcel,,Transport,both,,
Fr,1287.0,boat,le bateau,n,(m),KS4,edexcel,,Accommodation,both,,
Fr,1288.0,spring,le printemps,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1289.0,shopping,les courses,n,(fpl),KS4,edexcel,,Shopping,both,,
Fr,1290.0,exercise,l'exercice,n,(m),KS4,edexcel,,Physical wellbeing,both,,
Fr,1290.0,exercise,l'exercice,n,(m),KS4,edexcel,,School,both,,
Fr,1290.0,exercise,l'exercice,n,(m),KS4,edexcel,,Sports,both,,
Fr,1292.0,face,le visage,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1293.0,right,la droite,n,(f),KS4,edexcel,,General and grammatical,both,,
Fr,1295.0,village,le village,n,(m),KS4,edexcel,,Places in town,both,,
Fr,1295.0,village,le village,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,1295.0,village,le village,n,(m),KS4,edexcel,,Future opportunities,both,,
Fr,1295.0,village,le village,n,(m),KS4,edexcel,,Accommodation,both,,
Fr,1295.0,village,le village,n,(m),KS4,edexcel,,Tourist attractions,both,,
Fr,1296.0,British,britannique,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1300.0,lesson,la leçon,n,(f),KS4,edexcel,,School,both,,
Fr,1304.0,"port, harbour",le port,n,(m),KS4,edexcel,,Places in town,both,,
Fr,1304.0,"port, harbour",le port,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,1304.0,"port, harbour",le port,n,(m),KS4,edexcel,,Future opportunities,both,,
Fr,1304.0,"port, harbour",le port,n,(m),KS4,edexcel,,Transport,both,,
Fr,1304.0,"port, harbour",le port,n,(m),KS4,edexcel,,Tourist attractions,both,,
Fr,1307.0,cold,froid,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1308.0,hospital,l'hôpital,n,(m),KS4,edexcel,,Physical wellbeing,both,,
Fr,1308.0,hospital,l'hôpital,n,(m),KS4,edexcel,,Mental wellbeing,both,,
Fr,1308.0,hospital,l'hôpital,n,(m),KS4,edexcel,,Places in town,both,,
Fr,1308.0,hospital,l'hôpital,n,(m),KS4,edexcel,,Future opportunities,both,,
Fr,1310.0,terrible,terrible,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1313.0,dream,le rêve,n,(m),KS4,edexcel,,Future opportunities,both,,
Fr,1314.0,to inspire,inspirer,v,,KS4,edexcel,,Family,both,,
Fr,1314.0,to inspire,inspirer,v,,KS4,edexcel,,Friendship,both,,
Fr,1314.0,to inspire,inspirer,v,,KS4,edexcel,,Relationships,both,,
Fr,1314.0,to inspire,inspirer,v,,KS4,edexcel,,The natural world,both,,
Fr,1314.0,to inspire,inspirer,v,,KS4,edexcel,,Music,both,,
Fr,1314.0,to inspire,inspirer,v,,KS4,edexcel,,TV and film,both,,
Fr,1314.0,to inspire,inspirer,v,,KS4,edexcel,,Social media and gaming,both,,
Fr,1314.0,to inspire,inspirer,v,,KS4,edexcel,,School,both,,
Fr,1314.0,to inspire,inspirer,v,,KS4,edexcel,,Tourist attractions,both,,
Fr,1314.0,to inspire,inspirer,v,,KS4,edexcel,,Sports,both,,
Fr,1314.0,to inspire,inspirer,v,,KS4,edexcel,,Future opportunities,both,,
Fr,1319.0,clearly,clairement,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1321.0,light,léger,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1324.0,afternoon,l'après-midi,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1326.0,July,le juillet,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1327.0,ordinary,ordinaire,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1335.0,wall,le mur,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1338.0,to eat,manger,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1341.0,hardworking,travailleur (m),adj,,KS4,edexcel,,Family,both,,
Fr,1341.0,hardworking,travailleur (m),adj,,KS4,edexcel,,Friendship,both,,
Fr,1341.0,hardworking,travailleur (m),adj,,KS4,edexcel,,School,both,,
Fr,1341.0,hardworking,travailleur (m),adj,,KS4,edexcel,,Future opportunities,both,,
Fr,1341.0,hardworking,travailleuse (f),adj,,KS4,edexcel,,Family,both,,
Fr,1341.0,hardworking,travailleuse (f),adj,,KS4,edexcel,,Friendship,both,,
Fr,1341.0,hardworking,travailleuse (f),adj,,KS4,edexcel,,School,both,,
Fr,1341.0,hardworking,travailleuse (f),adj,,KS4,edexcel,,Future opportunities,both,,
Fr,1344.0,"brand, mark",la marque,n,(f),KS4,edexcel,,Shopping,both,,
Fr,1346.0,offer,l'offre,n,(f),KS4,edexcel,,Food and drink,both,,
Fr,1346.0,offer,l'offre,n,(f),KS4,edexcel,,Shopping,both,,
Fr,1347.0,usual,habituel,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,Sports,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,Family,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,Friendship,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,Food and drink,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,Places in town,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,The natural world,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,Music,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,TV and film,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,Social media and gaming,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,Transport,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,Accommodation,both,,
Fr,1349.0,popular,populaire,adj,,KS4,edexcel,,Tourist attractions,both,,
Fr,1353.0,totally,totalement,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1355.0,Saturday(s),le samedi,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1356.0,to inform,informer,v,,KS4,edexcel,,Family,both,,
Fr,1356.0,to inform,informer,v,,KS4,edexcel,,Friendship,both,,
Fr,1356.0,to inform,informer,v,,KS4,edexcel,,Places in town,both,,
Fr,1356.0,to inform,informer,v,,KS4,edexcel,,Shopping,both,,
Fr,1356.0,to inform,informer,v,,KS4,edexcel,,Environmental issues,both,,
Fr,1356.0,to inform,informer,v,,KS4,edexcel,,Tourist attractions,both,,
Fr,1357.0,"crazy, wild",folle (f),adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1357.0,"crazy, wild",fou (m),adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1366.0,telephone,le téléphone,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1371.0,tradition,la tradition,n,(f),KS4,edexcel,,Family,both,,
Fr,1371.0,tradition,la tradition,n,(f),KS4,edexcel,,Food and drink,both,,
Fr,1371.0,tradition,la tradition,n,(f),KS4,edexcel,,Music,both,,
Fr,1371.0,tradition,la tradition,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,1373.0,"victory, winning",la victoire,n,(f),KS4,edexcel,,Sports,both,,
Fr,1373.0,"victory, winning",la victoire,n,(f),KS4,edexcel,,Social media and gaming,both,,
Fr,1378.0,to visit,visiter,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1385.0,coast,la côte,n,(f),KS4,edexcel,,The natural world,both,,
Fr,1385.0,coast,la côte,n,(f),KS4,edexcel,,Environmental issues,both,,
Fr,1385.0,coast,la côte,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,1387.0,wind,le vent,n,(m),KS4,edexcel,,The natural world,both,,
Fr,1388.0,technology,la technologie,n,(f),KS4,edexcel,,Social media and gaming,both,,
Fr,1388.0,technology,la technologie,n,(f),KS4,edexcel,,School,both,,
Fr,1388.0,technology,la technologie,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,1399.0,"(bus) stop, (tube) station",la station,n,(f),KS4,edexcel,,Places in town,both,,
Fr,1399.0,"(bus) stop, (tube) station",la station,n,(f),KS4,edexcel,,Shopping,both,,
Fr,1399.0,"(bus) stop, (tube) station",la station,n,(f),KS4,edexcel,,Transport,both,,
Fr,1399.0,"(bus) stop, (tube) station",la station,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,1401.0,private,privé,adj,,KS4,edexcel,,Places in town,both,,
Fr,1401.0,private,privé,adj,,KS4,edexcel,,School,both,,
Fr,1401.0,private,privé,adj,,KS4,edexcel,,Future opportunities,both,,
Fr,1401.0,private,privé,adj,,KS4,edexcel,,Accommodation,both,,
Fr,1409.0,plane,l'avion,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,1409.0,plane,l'avion,n,(m),KS4,edexcel,,Transport,both,,
Fr,1410.0,minimum,le minimum,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1412.0,photo,la photo,n,(f),KS4,edexcel,,General and grammatical,both,,
Fr,1425.0,"wood, woods",le bois,n,(m),KS4,edexcel,,The natural world,both,,
Fr,1425.0,"wood, woods",le bois,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,1427.0,symbol,le symbole,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1429.0,ideal,idéal,adj,,KS4,edexcel,,Family,both,,
Fr,1429.0,ideal,idéal,adj,,KS4,edexcel,,Friendship,both,,
Fr,1429.0,ideal,idéal,adj,,KS4,edexcel,,Relationships,both,,
Fr,1429.0,ideal,idéal,adj,,KS4,edexcel,,Places in town,both,,
Fr,1429.0,ideal,idéal,adj,,KS4,edexcel,,Future opportunities,both,,
Fr,1429.0,ideal,idéal,adj,,KS4,edexcel,,Accommodation,both,,
Fr,1435.0,kilometre,le kilomètre,n,(m),KS4,edexcel,,Places in town,both,,
Fr,1435.0,kilometre,le kilomètre,n,(m),KS4,edexcel,,Transport,both,,
Fr,1435.0,kilometre,le kilomètre,n,(m),KS4,edexcel,,Tourist attractions,both,,
Fr,1435.0,kilometre,le kilomètre,n,(m),KS4,edexcel,,Sports,both,,
Fr,1437.0,identity,l'identité,n,(f),KS4,edexcel,,Family,both,,
Fr,1437.0,identity,l'identité,n,(f),KS4,edexcel,,Friendship,both,,
Fr,1437.0,identity,l'identité,n,(f),KS4,edexcel,,Equality,both,,
Fr,1445.0,August,l'août,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1447.0,to run*,courir*,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1447.0,"(I, you) run | run! (sing informal)",cours | cours !,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1447.0,"(she, he, it, one) runs | (we) run",court,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1447.0,"ran | (have, has) run",couru,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1448.0,"exam, test",l'examen,n,(m),KS4,edexcel,,Physical wellbeing,both,,
Fr,1448.0,"exam, test",l'examen,n,(m),KS4,edexcel,,Mental wellbeing,both,,
Fr,1448.0,"exam, test",l'examen,n,(m),KS4,edexcel,,School,both,,
Fr,1448.0,"exam, test",l'examen,n,(m),KS4,edexcel,,Future opportunities,both,,
Fr,1449.0,character,le personnage,n,(m),KS4,edexcel,,TV and film,both,,
Fr,1449.0,character,le personnage,n,(m),KS4,edexcel,,Social media and gaming,both,,
Fr,1452.0,exchange,le échange,n,(m),KS4,edexcel,,Friendship,both,,
Fr,1452.0,exchange,le échange,n,(m),KS4,edexcel,,Shopping,both,,
Fr,1452.0,exchange,le échange,n,(m),KS4,edexcel,,School,both,,
Fr,1452.0,to exchange,échanger,v,,KS4,edexcel,,Friendship,both,,
Fr,1452.0,to exchange,échanger,v,,KS4,edexcel,,Relationships,both,,
Fr,1452.0,to exchange,échanger,v,,KS4,edexcel,,Shopping,both,,
Fr,1456.0,"board, painting, picture",le tableau,n,(m),KS4,edexcel,,Sports,both,,
Fr,1456.0,"board, painting, picture",le tableau,n,(m),KS4,edexcel,,Family,both,,
Fr,1456.0,"board, painting, picture",le tableau,n,(m),KS4,edexcel,,Friendship,both,,
Fr,1456.0,"board, painting, picture",le tableau,n,(m),KS4,edexcel,,Places in town,both,,
Fr,1456.0,"board, painting, picture",le tableau,n,(m),KS4,edexcel,,Shopping,both,,
Fr,1456.0,"board, painting, picture",le tableau,n,(m),KS4,edexcel,,School,both,,
Fr,1456.0,"board, painting, picture",le tableau,n,(m),KS4,edexcel,,Future opportunities,both,,
Fr,1456.0,"board, painting, picture",le tableau,n,(m),KS4,edexcel,,Tourist attractions,both,,
Fr,1461.0,final,final,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1462.0,site,le site,n,(m),KS4,edexcel,,Places in town,both,,
Fr,1462.0,site,le site,n,(m),KS4,edexcel,,The natural world,both,,
Fr,1462.0,site,le site,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,1462.0,site,le site,n,(m),KS4,edexcel,,Social media and gaming,both,,
Fr,1462.0,site,le site,n,(m),KS4,edexcel,,Tourist attractions,both,,
Fr,1472.0,fifteen,quinze,num,,KS4,edexcel,,General and grammatical,both,,
Fr,1473.0,empty,vide,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1476.0,to smile,sourire,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1490.0,"festival, party",la fête,n,(f),KS4,edexcel,,Family,both,,
Fr,1490.0,"festival, party",la fête,n,(f),KS4,edexcel,,Friendship,both,,
Fr,1490.0,"festival, party",la fête,n,(f),KS4,edexcel,,Places in town,both,,
Fr,1490.0,"festival, party",la fête,n,(f),KS4,edexcel,,Music,both,,
Fr,1490.0,"festival, party",la fête,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,1491.0,"floor, ground",le sol,n,(m),KS4,edexcel,,The natural world,both,,
Fr,1491.0,"floor, ground",le sol,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,1491.0,"floor, ground",le sol,n,(m),KS4,edexcel,,Accommodation,both,,
Fr,1495.0,cultural,culturel,adj,,KS4,edexcel,,Food and drink,both,,
Fr,1495.0,cultural,culturel,adj,,KS4,edexcel,,Places in town,both,,
Fr,1495.0,cultural,culturel,adj,,KS4,edexcel,,The natural world,both,,
Fr,1495.0,cultural,culturel,adj,,KS4,edexcel,,Music,both,,
Fr,1495.0,cultural,culturel,adj,,KS4,edexcel,,TV and film,both,,
Fr,1495.0,cultural,culturel,adj,,KS4,edexcel,,Future opportunities,both,,
Fr,1495.0,cultural,culturel,adj,,KS4,edexcel,,Tourist attractions,both,,
Fr,1500.0,size,la taille,n,(f),KS4,edexcel,,Family,both,,
Fr,1500.0,size,la taille,n,(f),KS4,edexcel,,Friendship,both,,
Fr,1500.0,size,la taille,n,(f),KS4,edexcel,,Places in town,both,,
Fr,1500.0,size,la taille,n,(f),KS4,edexcel,,Shopping,both,,
Fr,1500.0,size,la taille,n,(f),KS4,edexcel,,The natural world,both,,
Fr,1500.0,size,la taille,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,1502.0,distance,la distance,n,(f),KS4,edexcel,,Places in town,both,,
Fr,1502.0,distance,la distance,n,(f),KS4,edexcel,,Social media and gaming,both,,
Fr,1502.0,distance,la distance,n,(f),KS4,edexcel,,Transport,both,,
Fr,1503.0,autumn,l'automne,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1520.0,negative,négatif,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1524.0,noise,le bruit,n,(m),KS4,edexcel,,Mental wellbeing,both,,
Fr,1524.0,noise,le bruit,n,(m),KS4,edexcel,,Places in town,both,,
Fr,1524.0,noise,le bruit,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,1524.0,noise,le bruit,n,(m),KS4,edexcel,,Music,both,,
Fr,1524.0,noise,le bruit,n,(m),KS4,edexcel,,Transport,both,,
Fr,1532.0,"to walk, function",marcher,v,,KS4,edexcel,,Physical wellbeing,both,,
Fr,1532.0,"to walk, function",marcher,v,,KS4,edexcel,,Mental wellbeing,both,,
Fr,1532.0,"to walk, function",marcher,v,,KS4,edexcel,,Places in town,both,,
Fr,1532.0,"to walk, function",marcher,v,,KS4,edexcel,,The natural world,both,,
Fr,1532.0,"to walk, function",marcher,v,,KS4,edexcel,,Transport,both,,
Fr,1534.0,metre,le mètre,n,(m),KS4,edexcel,,Places in town,both,,
Fr,1534.0,metre,le mètre,n,(m),KS4,edexcel,,Transport,both,,
Fr,1534.0,metre,le mètre,n,(m),KS4,edexcel,,Tourist attractions,both,,
Fr,1534.0,metre,le mètre,n,(m),KS4,edexcel,,Sports,both,,
Fr,1538.0,sky,le ciel,n,(m),KS4,edexcel,,The natural world,both,,
Fr,1538.0,sky,le ciel,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,1542.0,"second, year 11 (in France)",seconde,num,,KS4,edexcel,,General and grammatical,both,,
Fr,1543.0,unfortunately,malheureusement,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1545.0,extremely,extrêmement,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1552.0,actor,l'acteur,n,(m),KS4,edexcel,,TV and film,both,,
Fr,1554.0,"playground, court",la cour,n,(f),KS4,edexcel,,Places in town,both,,
Fr,1554.0,"playground, court",la cour,n,(f),KS4,edexcel,,School,both,,
